libelle_court,libelle_long,libelle_edition,id
'VIE3C','VIETNAMIEN LV3  CORRESP.','Vietnamien lv3  corresp.',1267
'FIN3','FINNOIS    LV3','Finnois    lv3',1270
'FIN5','FINNOIS    DEBUTANT','Finnois    debutant',1271
'FIN9','FINNOIS LANGUE DE SECTION','Finnois langue de section',1272
'RUS4C','RUSSE LV RENFORCE  CORRESP.','Russe lv renforce  corresp.',1274
'ARM2','ARMENIEN LV2','Arménien lv2',1277
'ARM5','ARMENIEN DEBUTANT','Arménien debutant',1278
'ARM9','ARMENIEN LANGUE DE SECTION','Arménien langue de section',1279
'ARM3C','ARMENIEN LV3  CORRESP.','Arménien lv3  corresp.',1281
'AMH2','AMHARIQUE LV2','Amharique lv2',1284
'AMH5','AMHARIQUE DEBUTANT','Amharique debutant',1285
'AMH2C','AMHARIQUE LV2  CORRESP.','Amharique lv2  corresp.',1287
'BER2','BERBERE  LV2','Berbère  lv2',1298
'BER3','BERBERE  LV3','Berbère  lv3',1299
'BER5','BERBERE  DEBUTANT','Berbère  debutant',1300
'BER2C','BERBERE  LV2  CORRESP.','Berbère  lv2  corresp.',1302
'NDL3','NEERLANDAIS LV3','Néerlandais lv3',1303
'NDL4','NEERLANDAIS LV RENFORCE','Néerlandais lv renforce',1304
'NDL5','NEERLANDAIS LV DEBUTANT','Néerlandais lv debutant',1305
'NDL9','NEERLANDAIS LANGUE DE SECTION','Néerlandais langue de section',1306
'NDL1C','NEERLANDAIS LV1  CORRESP.','Néerlandais lv1  corresp.',1308
'NDL2C','NEERLANDAIS LV2  CORRESP.','Néerlandais lv2  corresp.',1309
'NDL3C','NEERLANDAIS LV3  CORRESP.','Néerlandais lv3  corresp.',1310
'NDL4C','NEERLANDAIS LV RENFORCE  CORRESP.','Néerlandais lv renforce  corresp.',1311
'POL1','POLONAIS  LV1','Polonais  lv1',1315
'POL2','POLONAIS  LV2','Polonais  lv2',1316
'POL3','POLONAIS  LV3','Polonais  lv3',1317
'POL4','POLONAIS  LV RENFORCE','Polonais  lv renforce',1318
'POL5','POLONAIS  LV DEBUTANT','Polonais  lv debutant',1319
'POL9','POLONAIS LANGUE DE SECTION','Polonais langue de section',1320
'POL1C','POLONAIS  LV1  CORRESP.','Polonais  lv1  corresp.',1322
'POL2C','POLONAIS  LV2  CORRESP.','Polonais  lv2  corresp.',1323
'POL4C','POLONAIS  LV RENFORCE  CORRESP.','Polonais  lv renforce  corresp.',1324
'RUS1','RUSSE LV1','Russe lv1',1327
'RUS2','RUSSE LV2','Russe lv2',1328
'RUS4','RUSSE LV RENFORCE','Russe lv renforce',1329
'RUS5','RUSSE LV DEBUTANT','Russe lv debutant',1330
'RUS9','RUSSE LANGUE DE SECTION','Russe langue de section',1331
'RUS1C','RUSSE LV1  CORRESP.','Russe lv1  corresp.',1332
'RUS2C','RUSSE LV2  CORRESP.','Russe lv2  corresp.',1333
'ITA3C','ITALIEN LV3  CORRESP.','Italien lv3  corresp.',1334
'JAP1','JAPONAIS LV1','Japonais lv1',1338
'JAP2','JAPONAIS LV2','Japonais lv2',1339
'JAP4','JAPONAIS LV RENFORCE','Japonais lv renforce',1340
'JAP5','JAPONAIS LV DEBUTANT','Japonais lv debutant',1341
'JAP9','JAPONAIS LANGUE DE SECTION','Japonais langue de section',1342
'JAP1C','JAPONAIS LV1  CORRESP.','Japonais lv1  corresp.',1343
'JAP2C','JAPONAIS LV2  CORRESP.','Japonais lv2  corresp.',1344
'JAP3C','JAPONAIS LV3  CORRESP.','Japonais lv3  corresp.',1345
'POR1','PORTUGAIS LV1','Portugais lv1',1348
'POR2','PORTUGAIS LV2','Portugais lv2',1349
'POR3','PORTUGAIS LV3','Portugais lv3',1350
'POR4','PORTUGAIS LV RENFORCE','Portugais lv renforce',1351
'POR9','PORTUGAIS LANGUE DE SECTION','Portugais langue de section',1352
'POR1C','PORTUGAIS LV1  CORRESP.','Portugais lv1  corresp.',1354
'POR3C','PORTUGAIS LV3  CORRESP.','Portugais lv3  corresp.',1355
'POR4C','PORTUGAIS LV RENFORCE  CORRESP.','Portugais lv renforce  corresp.',1356
'NDL1','NEERLANDAIS LV1','Néerlandais lv1',1359
'NDL2','NEERLANDAIS LV2','Néerlandais lv2',1360
'GRE2','GREC MODERNE LV2','Grec moderne lv2',1361
'GRE3','GREC MODERNE LV3','Grec moderne lv3',1362
'GRE4','GREC MODERNE RENFORCE','Grec moderne renforce',1363
'GRE5','GREC MODERNE DEBUTANT','Grec moderne debutant',1364
'GRE9','GREC MODERNE LANGUE DE SECTION','Grec moderne langue de section',1365
'LITCI','LITTERATURE ET CIVILISATION ETRANGERE','Litterature et civilisation etrangere',1553
'NOR1','NORVEGIEN LV1','Norvégien lv1',1554
'NOR4','NORVEGIEN LV RENFORCE','Norvégien lv renforce',1555
'NOR4C','NORVEGIEN LV RENFORCE CORRESP.','Norvégien lv renforce corresp.',1556
'SCSOC','SCIENCES SOCIALES','Sciences sociales',1557
'SUE1','SUEDOIS LV1','Suédois lv1',1558
'SUE1C','SUEDOIS LV1  CORRESP.','Suédois lv1  corresp.',1559
'SUE4C','SUEDOIS LV RENFORCE CORRESP.','Suédois lv renforce corresp.',1560
'TUR1','TURC LV1','Turc lv1',1561
'TUR1C','TURC LV1  CORRESP.','Turc lv1  corresp.',1562
'TUR4','TURC LV RENFORCE','Turc lv renforce',1563
'VIE1','VIETNAMIEN LV1','Vietnamien lv1',1564
'VIE1C','VIETNAMIEN LV1  CORRESP.','Vietnamien lv1  corresp.',1565
'VIE4','VIETNAMIEN LV RENFORCE','Vietnamien lv renforce',1566
'ANGL','ANGLAIS','Anglais',1567
'LGMOD','LANGUE VIVANTE MODULE','Langue vivante module',1568
'D-CON','DESSIN DE CONCEPTION ET D''APPLICATION','Dessin de conception et d''application',1569
'HITEC','HISTOIRE DES TECHNIQUES','Histoire des techniques',1570
'COPOP','CONCEPTION DES PARTIES OPERATIVES','Conception des parties operatives',1571
'ARCON','ARCHITECTURE DE LA CONSTRUCTION','Architecture de la construction',1572
'FABMI','FABRICATION MISE EN OEUVRE','Fabrication mise en oeuvre',1573
'QUAEX','QUALITE EXPERIMENTATION','Qualite experimentation',1574
'CMGRH','COMMUNICATION GESTION RESSOURCES HUMAINE','Communication gestion ressources humaine',1575
'G-COM','GESTION COMMERCIALE','Gestion commerciale',1576
'CONST','CONSTRUCTION','Construction',1577
'HIECR','HISTOIRE SEMIOLOGIE METAMORPH ECRITURES','Histoire semiologie metamorph ecritures',1578
'D-TYP','CALLIGRAPHIE DESSIN TYPOGRA MISE EN PAGE','Calligraphie dessin typogra mise en page',1579
'TYPNU','TYPOGRAPHIE NUMERIQUE ET INFORMATIQUE','Typographie numerique et informatique',1580
'TECIC','TECHNOLOGIE INFORMATIQ. ET DE COMMUNICAT','Technologie informatiq. et de communicat',1581
'CR-DS','CREATION DESIGN','Creation design',1583
'CU-DS','CULTURE DESIGN','Culture design',1584
'EDUOR','EDUCATION A L''ORIENTATION','Education a l''orientation',1585
'LCR','LANGUES ET CULTURES REGIONALES','Langues et cultures regionales',1586
'OCC2C','LANGUE D''OC LV2 CORRESP.','Langue d''oc lv2 corresp.',1587
'OCC3C','LANGUE D''OC LV3 CORRESP.','Langue d''oc lv3 corresp.',1588
'IMACS','IMAGE:COMMUNIC.SEMIOLOGIE,ESTHETIQUE','Image:communic.semiologie,esthetique',1591
'PHCHA','PHYSIQUE APPLIQUEE, CHIMIE APPLIQUEE','Physique appliquee, chimie appliquee',1592
'GEIAP','GEN.ELECTRIQ, INFORMATIQ APPLIQUEE','Gen.electriq, informatiq appliquee',1593
'OGCOM','ORGANISATION GESTION COMMERCIALES','Organisation gestion commerciales',1594
'ECEND','ECONOMIE D''ENTREPRISE ET DROIT','Economie d''entreprise et droit',1595
'GLMOM','GEST.LEGISL.MERCATIQ.OUTILS MATHEM.','Gest.legisl.mercatiq.outils mathem.',1596
'STUCR','STUDIO DE CREATION','Studio de creation',1597
'ARVIS','ARTS VISUELS ET APPLIQUES','Arts visuels et appliques',1598
'NOUTK','NOUVELLES TECHNOLOGIES','Nouvelles technologies',1599
'ALSIQ','ARCHIT.LOGICIEL.SYST.INFORMATIQUES','Archit.logiciel.syst.informatiques',1600
'DAIGL','DVLPT APPLI.INFORMATQ GEN.LOGICIEL','Dvlpt appli.informatq gen.logiciel',1601
'GEOSI','GEST.ENTREPR.ORG.SYST.INFORMATION','Gest.entrepr.org.syst.information',1602
'RATTR','RATTRAPAGE (ENSEIGNEMENT PROFESSIONNEL)','Rattrapage (enseignement professionnel)',1603
'E-OUV','ETUDES DES OUVRAGES','Etudes des ouvrages',1604
'ETECO','ETUDES TECHNIQUES ET ECONOMIQUES','Etudes techniques et economiques',1605
'LABPV','LABO PHOTO OU VIDEO','Labo photo ou video',1606
'EMEDS','ENSEIGNEMENT MEDICAL ET SCIENTIFIQUE','Enseignement medical et scientifique',1607
'C-MED','CONNAISSANCES MEDICALES','Connaissances medicales',1608
'GRE1C','GREC MODERNE LV1  CORRESP.','Grec moderne lv1  corresp.',1367
'GRE2C','GREC MODERNE LV2  CORRESP.','Grec moderne lv2  corresp.',1368
'GRE3C','GREC MODERNE LV3  CORRESP.','Grec moderne lv3  corresp.',1369
'GRE4C','GREC MODERNE RENFORCE  CORRESP.','Grec moderne renforce  corresp.',1370
'HEB1','HEBREU LV1','Hébreu lv1',1373
'HEB2','HEBREU LV2','Hébreu lv2',1374
'HEB3','HEBREU LV3','Hébreu lv3',1375
'HEB4','HEBREU LV RENFORCE','Hébreu lv renforce',1376
'HEB5','HEBREU LV DEBUTANT','Hébreu lv debutant',1377
'HEB9','HEBREU LANGUE DE SECTION','Hébreu langue de section',1378
'HEB1C','HEBREU LV1  CORRESP.','Hébreu lv1  corresp.',1380
'HEB2C','HEBREU LV2  CORRESP.','Hébreu lv2  corresp.',1381
'HEB3C','HEBREU LV3  CORRESP.','Hébreu lv3  corresp.',1382
'HEB4C','HEBREU LV RENFORCE  CORRESP.','Hébreu lv renforce  corresp.',1383
'ITA1','ITALIEN LV1','Italien lv1',1386
'ITA2','ITALIEN LV2','Italien lv2',1387
'ITA3','ITALIEN LV3','Italien lv3',1388
'ITA4','ITALIEN LV RENFORCE','Italien lv renforce',1389
'ITA5','ITALIEN LV DEBUTANT','Italien lv debutant',1390
'ITA9','ITALIEN LANGUE DE SECTION','Italien langue de section',1391
'ITA1C','ITALIEN LV1  CORRESP.','Italien lv1  corresp.',1393
'ITA2C','ITALIEN LV2  CORRESP.','Italien lv2  corresp.',1394
'CHI2C','CHINOIS LV2  CORRESP.','Chinois lv2  corresp.',1395
'CHI3C','CHINOIS LV3  CORRESP.','Chinois lv3  corresp.',1396
'CHI4C','CHINOIS RENFORCE  CORRESP.','Chinois renforce  corresp.',1397
'DAN1','DANOIS   LV1','Danois   lv1',1400
'DAN2','DANOIS   LV2','Danois   lv2',1401
'DAN4','DANOIS   LV RENFORCE','Danois   lv renforce',1402
'DAN5','DANOIS   LV DEBUTANT','Danois   lv debutant',1403
'DAN1C','DANOIS   LV1  CORRESP.','Danois   lv1  corresp.',1405
'DAN2C','DANOIS   LV2  CORRESP.','Danois   lv2  corresp.',1406
'DAN3C','DANOIS   LV3  CORRESP.','Danois   lv3  corresp.',1407
'ESP1','ESPAGNOL LV1','Espagnol lv1',1411
'ESP2','ESPAGNOL LV2','Espagnol lv2',1412
'ESP3','ESPAGNOL LV3','Espagnol lv3',1413
'ESP5','ESPAGNOL LV DEBUTANT','Espagnol lv debutant',1414
'ESP9','ESPAGNOL LANGUE DE SECTION','Espagnol langue de section',1415
'ESP2C','ESPAGNOL LV2  CORRESP.','Espagnol lv2  corresp.',1417
'ESP3C','ESPAGNOL LV3  CORRESP.','Espagnol lv3  corresp.',1418
'ESP4C','ESPAGNOL LV RENFORCE  CORRESP.','Espagnol lv renforce  corresp.',1419
'GRE1','GREC MODERNE LV1','Grec moderne lv1',1422
'AGL1','ANGLAIS LV1','Anglais lv1',1423
'AGL2','ANGLAIS LV2','Anglais lv2',1424
'AGL3','ANGLAIS LV3','Anglais lv3',1425
'AGL5','ANGLAIS LV DEBUTANT','Anglais lv debutant',1426
'AGL9','ANGLAIS LANGUE DE SECTION','Anglais langue de section',1427
'AGL1C','ANGLAIS LV1  CORRESP.','Anglais lv1  corresp.',1429
'AGL3C','ANGLAIS LV3  CORRESP.','Anglais lv3  corresp.',1430
'AGL4C','ANGLAIS LV RENFORCE  CORRESP.','Anglais lv renforce  corresp.',1431
'ARA1','ARABE LV1','Arabe lv1',1435
'ARA2','ARABE LV2','Arabe lv2',1436
'ARA3','ARABE LV3','Arabe lv3',1437
'ARA4','ARABE LV RENFORCE','Arabe lv renforce',1438
'ARA5','ARABE LV DEBUTANT','Arabe lv debutant',1439
'ARA9','ARABE LANGUE DE SECTION','Arabe langue de section',1440
'ARA1C','ARABE LV1  CORRESP.','Arabe lv1  corresp.',1442
'ARA2C','ARABE LV2  CORRESP.','Arabe lv2  corresp.',1443
'ARA3C','ARABE LV3  CORRESP.','Arabe lv3  corresp.',1444
'ARA4C','ARABE LV RENFORCE  CORRESP.','Arabe lv renforce  corresp.',1445
'CHI1','CHINOIS LV1','Chinois lv1',1448
'CHI2','CHINOIS LV2','Chinois lv2',1449
'CHI3','CHINOIS LV3','Chinois lv3',1450
'CHI4','CHINOIS RENFORCE','Chinois renforce',1451
'CHI5','CHINOIS LV DEBUTANT','Chinois lv debutant',1452
'CHI9','CHINOIS LANGUE DE SECTION','Chinois langue de section',1453
'CHI1C','CHINOIS LV1  CORRESP.','Chinois lv1  corresp.',1455
'T-ANA','TECHNIQUES D''ANALYSE','Techniques d''analyse',1456
'EVLAR','ENVIRONNEMENT LITTERAIRE ET ARTISTIQUE','Environnement litteraire et artistique',1457
'ECEXF','ECRITURE ET EXPRESSION FRANCAISE','Ecriture et expression francaise',1458
'FR-HG','FRANCAIS - HISTOIRE - GEOGRAPHIE','Francais - histoire - geographie',1459
'LETTR','LETTRES','Lettres',1461
'GRESP','GREC SPECIALITE','Grec specialite',1462
'LATSP','LATIN SPECIALITE','Latin specialite',1463
'CGPCO','CULTURE GEN.PRATIQUE DE LA COMMUNICATION','Culture gen.pratique de la communication',1464
'FR-PH','FRANCAIS PHILOSOPHIE','Francais philosophie',1465
'CULCO','CULTURE ET COMMUNICATION','Culture et communication',1466
'LETDI','LETTRES DIVERS','Lettres divers',1467
'LV 1','LANGUE VIVANTE 1','Langue vivante 1',1469
'LV 3','LANGUE VIVANTE 3','Langue vivante 3',1470
'LV 4','LANGUE RENFORCEE','Langue renforcée',1471
'LV 5','LANGUE GRAND DEBUTANT','Langue grand débutant',1472
'LETET','LANGUE DE SECTION','Langue de section',1473
'ALL2','ALLEMAND LV2','Allemand lv2',1475
'ALL3','ALLEMAND LV3','Allemand lv3',1476
'ALL4','ALLEMAND LV RENFORCE','Allemand lv renforce',1477
'ALL5','ALLEMAND LV DEBUTANT','Allemand lv debutant',1478
'ALL1C','ALLEMAND LV1  CORRESP.','Allemand lv1  corresp.',1480
'ALL2C','ALLEMAND LV2  CORRESP.','Allemand lv2  corresp.',1481
'ALL3C','ALLEMAND LV3  CORRESP.','Allemand lv3  corresp.',1482
'CPORT','COMPORTEMENT','Comportement',1486
'ACAUT','ACTIVITES AUTONOMES','Activites autonomes',1487
'STAGE','STAGES','Stages',1488
'EDSCU','EDUCATION SOCIO-CULTURELLE','Education socio-culturelle',1489
'P-STA','PREPARATION STAGES','Preparation stages',1490
'F-GEN','FORMATION GENERALE','Formation generale',1491
'ETPRA','ETUDE PRATIQUE (SES)','Etude pratique (ses)',1492
'F-PRO','FORMATION PROFESSIONNELLE (SES)','Formation professionnelle (ses)',1493
'IMTRA','INFORMATION MONDE TRAVAIL','Information monde travail',1494
'PR-PF','PRATIQUES PROFESSIONNELLES','Pratiques professionnelles',1495
'SOUTN','SOUTIEN','Soutien',1496
'ALLEG','ALLEGEMENT','Allegement',1497
'HYGSC','HYGIENE SECURITE','Hygiene securite',1498
'CULGE','CULTURE GENERALE','Culture generale',1499
'ACMIP','ACTIVITES EN MILIEU PROFESSIONNEL','Activites en milieu professionnel',1500
'ACPPD','ACTIVITES PERSO. ET PROF. DIRIGEES','Activites perso. et prof. dirigees',1501
'MOADP','MODULES D''ADAPTATION','Modules d''adaptation',1502
'REHUM','RELATIONS HUMAINES','Relations humaines',1503
'F-RHU','FORMATION RELATIONS HUMAINES','Formation relations humaines',1504
'EDGTM','EDUCATION GEST.TVX MANUELS(SES)','Education gest.tvx manuels(ses)',1505
'BRIDG','BRIDGE','Bridge',1506
'BRAIL','BRAILLE','Braille',1507
'PR-SC','PRATIQUES SOCIALES ET CULTURELLES','Pratiques sociales et culturelles',1508
'MODUL','MODULE','Module',1509
'AMEXP','ACQUISITION DES MOYENS D''EXPRESSION','Acquisition des moyens d''expression',1510
'TX-IP','TRAVAUX INITIAT.PERSONNEL ENCADRES','Travaux initiat.personnel encadres',1511
'MOENG','MODULES (FRANC.,MATHS,H.G,LV1)','Modules (franc.,maths,h.g,lv1)',1512
'AAALO','ACTIONS APPLIQU. ET D''ADAPTATION LOCALE','Actions appliqu. et d''adaptation locale',1513
'ARRDI','ACCES EN RESP.AUX RESS.DOC.INFORMATQ ETS','Acces en resp.aux ress.doc.informatq ets',1514
'ETUDE','ETUDES (DIRIGEES OU ENCADREES)','Etudes (dirigees ou encadrees)',1515
'ACNSD','ACTIVITES NON SPECIALISEES DIVERS','Activites non specialisees divers',1516
'CULSH','CULTURE GENERALE ET SCIENCES HUMAINES','Culture generale et sciences humaines',1517
'PHI-R','PHILOSOPHIE RENFORCEE','Philosophie renforcee',1518
'PHILO','PHILOSOPHIE','Philosophie',1519
'SCHUM','SCIENCES HUMAINES','Sciences humaines',1520
'PSY-S','PSYCHOLOGIE SOCIOLOGIE','Psychologie sociologie',1521
'PSY-P','PSYCHOLOGIE, PSYCHOSOCIOLOGIE','Psychologie, psychosociologie',1522
'SOCIO','SOCIOLOGIE','Sociologie',1523
'ESTSE','ESTHETIQUE SEMIOLOGIE','Esthetique semiologie',1524
'PSY-G','PSYCHOLOGIE ET PEDAGOGIE','Psychologie et pedagogie',1525
'PSYSE','PSYCHO-SOCIOLOGIE,ESTHETIQUE,SEMIOLOGIE','Psycho-sociologie,esthetique,semiologie',1526
'PSYCO','PSYCHOLOGIE DE LA COMMUNICATION','Psychologie de la communication',1527
'PHI-H','PHILOSOPHIE SCIENCES HUMAINES DIVERS','Philosophie sciences humaines divers',1528
'LATIN','LATIN','Latin',1529
'LATSD','LATIN  OPTION CHOISIE EN SECOND','Latin  option choisie en second',1530
'LATGD','LATIN  GD','Latin  gd',1531
'GREC','GREC ANCIEN','Grec ancien',1532
'GREC2','GREC ANCIEN OPTION CHOISIE EN SECOND','Grec ancien option choisie en second',1533
'GRECD','GREC ANCIEN GD','Grec ancien gd',1534
'FR-PA','FRANCAIS ET ELEMENTS DE PSYCHO.APPLIQUEE','Francais et elements de psycho.appliquee',1535
'FRANC','FRANCAIS','Français',1536
'FR-MO','FRANCAIS MODULE','Francais module',1537
'THEME','THEME','Theme',1538
'FR-MT','FRANCAIS MATHS (SES)','Francais maths (ses)',1539
'CULEF','CULTURE ET EXPRESSION FRANCAISE','Culture et expression francaise',1540
'EXPRS','EXPRESSION','Expression',1541
'T-EEO','TECHNIQUES D''EXPRESSION ECRITE ET ORALE','Techniques d''expression ecrite et orale',1542
'FR-SH','FRANCAIS SCIENCES HUMAINES','Francais sciences humaines',1543
'ARM1','ARMENIEN LV1','Arménien lv1',1544
'ARM1C','ARMENIEN LV1  CORRESP.','Arménien lv1  corresp.',1545
'ARM4','ARMENIEN LV RENFORCE','Arménien lv renforce',1546
'ARM4C','ARMENIEN LV RENFORCE CORRESP.','Arménien lv renforce corresp.',1547
'FIN1','FINNOIS    LV1','Finnois    lv1',1548
'FIN4','FINNOIS LV RENFORCE','Finnois lv renforce',1549
'FIN4C','FINNOIS LV RENFORCE CORRESP.','Finnois lv renforce corresp.',1550
'GEFRA','GEOGRAPHIE HISTORIQUE DE LA FRANCE','Geographie historique de la france',1551
'HIMOD','HISTOIRE MODERNE DE LA FRANCE','Histoire moderne de la france',1552
'LIM2','LIMOUSIN LV2','Limousin lv2',1120
'LIM3','LIMOUSIN LV3','Limousin lv3',1121
'LIM5','LIMOUSIN DEBUTANT','Limousin debutant',1122
'LIM2C','LIMOUSIN LV2  CORRESP.','Limousin lv2  corresp.',1124
'NIS2','NISSART LV2','Nissart lv2',1127
'NIS3','NISSART LV3','Nissart lv3',1128
'NIS5','NISSART DEBUTANT','Nissart debutant',1129
'NIS3C','NISSART LV3  CORRESP.','Nissart lv3  corresp.',1131
'PRV2','PROVENCAL LV2','Provençal lv2',1134
'PRV3','PROVENCAL LV3','Provençal lv3',1135
'PRV2C','PROVENCAL LV2  CORRESP.','Provençal lv2  corresp.',1137
'PRV3C','PROVENCAL LV3  CORRESP.','Provençal lv3  corresp.',1138
'TAH2','TAHITIEN LV2','Tahitien lv2',1141
'TAH3','TAHITIEN LV3','Tahitien lv3',1142
'TAH5','TAHITIEN DEBUTANT','Tahitien debutant',1143
'TAH2C','TAHITIEN LV2  CORRESP.','Tahitien lv2  corresp.',1145
'TAH3C','TAHITIEN LV3  CORRESP.','Tahitien lv3  corresp.',1146
'VAL2','VIVARO-ALPIN LV2','Vivaro-alpin lv2',1149
'VAL3','VIVARO-ALPIN LV3','Vivaro-alpin lv3',1150
'VAL5','VIVARO-ALPIN DEBUTANT','Vivaro-alpin debutant',1151
'GAL5','GALLO DEBUTANT','Gallo debutant',1152
'GAL2C','GALLO LV2  CORRESP.','Gallo lv2  corresp.',1154
'GAL3C','GALLO LV3  CORRESP.','Gallo lv3  corresp.',1155
'LAO2','LAOTIEN LV2','Laotien lv2',1158
'LAO3','LAOTIEN LV3','Laotien lv3',1159
'LAO5','LAOTIEN DEBUTANT','Laotien debutant',1160
'LAO9','LAOTIEN LANGUE DE SECTION','Laotien langue de section',1161
'LAO2C','LAOTIEN LV2  CORRESP.','Laotien lv2  corresp.',1163
'LAO3C','LAOTIEN LV3  CORRESP.','Laotien lv3  corresp.',1164
'SUE2','SUEDOIS LV2','Suédois lv2',1167
'SUE3','SUEDOIS LV3','Suédois lv3',1168
'SUE5','SUEDOIS DEBUTANT','Suédois debutant',1169
'SUE9','SUEDOIS LANGUE DE SECTION','Suédois langue de section',1170
'SUE2C','SUEDOIS LV2  CORRESP.','Suédois lv2  corresp.',1172
'SUE3C','SUEDOIS LV3  CORRESP.','Suédois lv3  corresp.',1173
'AUV2','AUVERGNAT LV2','Auvergnat lv2',1177
'AUV3','AUVERGNAT LV3','Auvergnat lv3',1178
'AUV5','AUVERGNAT DEBUTANT','Auvergnat debutant',1179
'AUV2C','AUVERGNAT LV2  CORRESP.','Auvergnat lv2  corresp.',1181
'MLG2C','MALGACHE  LV2  CORRESP.','Malgache  lv2  corresp.',1182
'ROU2','ROUMAIN LV2','Roumain lv2',1185
'ROU3','ROUMAIN LV3','Roumain lv3',1186
'ROU5','ROUMAIN DEBUTANT','Roumain debutant',1187
'ROU2C','ROUMAIN LV2  CORRESP.','Roumain lv2  corresp.',1189
'ROU3C','ROUMAIN LV3  CORRESP.','Roumain lv3  corresp.',1190
'TCH2','TCHEQUE LV2','Tchèque lv2',1193
'TCH5','TCHEQUE DEBUTANT','Tchèque debutant',1194
'TCH9','TCHEQUE LANGUE DE SECTION','Tchèque langue de section',1195
'TCH3C','TCHEQUE LV3  CORRESP.','Tchèque lv3  corresp.',1197
'PER2','PERSAN  LV2','Persan  lv2',1206
'PER3','PERSAN  LV3','Persan  lv3',1207
'PER5','PERSAN  LV DEBUTANT','Persan  lv debutant',1208
'FIN2C','FINNOIS    LV2  CORRESP.','Finnois    lv2  corresp.',1210
'FIN3C','FINNOIS    LV3  CORRESP.','Finnois    lv3  corresp.',1211
'HON3','HONGROIS  LV3','Hongrois  lv3',1214
'HON5','HONGROIS  DEBUTANT','Hongrois  debutant',1215
'HON9','HONGROIS LANGUE DE SECTION','Hongrois langue de section',1216
'HON2C','HONGROIS  LV2  CORRESP.','Hongrois  lv2  corresp.',1217
'HON3C','HONGROIS  LV3  CORRESP.','Hongrois  lv3  corresp.',1218
'ISL2','ISLANDAIS LV2','Islandais lv2',1221
'ISL3','ISLANDAIS LV3','Islandais lv3',1222
'ISL5','ISLANDAIS DEBUTANT','Islandais debutant',1223
'ISL9','ISLANDAIS LANGUE DE SECTION','Islandais langue de section',1224
'ISL2C','ISLANDAIS LV2  CORRESP.','Islandais lv2  corresp.',1226
'ISL3C','ISLANDAIS LV3  CORRESP.','Islandais lv3  corresp.',1227
'NOR2','NORVEGIEN LV2','Norvégien lv2',1230
'NOR3','NORVEGIEN LV3','Norvégien lv3',1231
'NOR5','NORVEGIEN DEBUTANT','Norvégien debutant',1232
'NOR9','NORVEGIEN LANGUE DE SECTION','Norvégien langue de section',1233
'NOR2C','NORVEGIEN LV2  CORRESP.','Norvégien lv2  corresp.',1235
'NOR3C','NORVEGIEN LV3  CORRESP.','Norvégien lv3  corresp.',1236
'MLG2','MALGACHE  LV2','Malgache  lv2',1239
'MLG3','MALGACHE  LV3','Malgache  lv3',1240
'MLG5','MALGACHE  DEBUTANT','Malgache  debutant',1241
'BER3C','BERBERE  LV3  CORRESP.','Berbère  lv3  corresp.',1243
'LIMNU','LABORATOIRE IMAGES NUMERIQUES','Laboratoire images numeriques',1877
'AIDIN','AIDE INDIVIDUALISEE','Aide individualisee',1878
'SYSAU','SYSTEMES AUTOMATISES','Systemes automatises',1880
'RDEVO','REPRESENTATION EN DESSIN ET VOLUME','Representation en dessin et volume',1881
'FOGAB','FORMES, OUTILLAGE ET GABARITS','Formes, outillage et gabarits',1882
'CMFOR','CULTURE MUSICALE FORMATION DE L''OREILLE','Culture musicale formation de l''oreille',1883
'MOUSP','MOULAGE SOUS PRESSION','Moulage sous pression',1884
